"issuekey","type","components","storypoint","title","description_text"
"SERVER-45644","Improvement","Testing Infrastructure",3,"Reevaluate timeouts used by burn_in_test","""In burn_in_tests, we will [dynamically set timeouts|https://github.com/mongodb/mongo/blob/b758eb90dd982460af62fbb61737f935dae9b828/buildscripts/burn_in_tests.py#L462-L519] based on the expected runtime  of the test being run. There have, however, been [some issues|https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_display_burn_in_tests_patch_e3dd9e80e38f3528bc50c3e1115c46a0687885fa_5e1602857742ae2ce7683e71_20_01_08_16_26_12##%257B%2522compare%2522%253A%255B%257B%2522hash%2522%253A%2522e3dd9e80e38f3528bc50c3e1115c46a0687885fa%2522%257D%255D%257D] with the timeouts being used. We should investigate if we can improve the timeout calculations.    ----    As a Server engineer,  I don't want my burn_in_tests runs to timeout if there are not issues,  So that I do not have to spend time investigating non-issues.    ----    AC:  * burn_in_timeouts are adjusted to generate less false-timeouts."""
"SERVER-45680","Improvement","Testing Infrastructure",2,"Burn_in_tests should pick up changed files in mongo-enterprise-modules files","""Currently, burn_in_tests picks up changed files in the mongodb/mongo repo. It should do the same for the 10gen/mongo-enterprise-modules repo.    User story:  As a MongoDB engineer, I should be able to run burn_in_tests patch builds that run the jstests I've changed in the 10gen/mongo-enterprise-modules repo, ensuring that my jstests changes do not cause them to fail.    AC:  * Burn_in_tests picks up changes to jstests in 10gen/mongo-enterprise-modules repo"""
"SERVER-45715","Bug","Storage",1,"Fix spelling mistake in warning around failure to get storage stats","""https://github.com/mongodb/mongo/commit/3f469e451c7ff6a46d908197da87d018dce27bdf    Introduced a warning message with a spelling mistake: """"aquire"""" -> """"acquire"""".    This ticket should fix that.  """
"SERVER-45713","Improvement","Build",2,"Run rhel7 push and publish tasks on large rhel70 distro","""RHEL7 repos are too big for rhel70-small distro.  Push and publish_reo tasks need more than 80G of free space now."""
"SERVER-45730","Improvement","Build",2,"update commit queue message validation","""We should change the commit message validation to:   * raise an error when a ticket reference is omitted. Currently this is a warning.   * handle revert messages where the author can be different to the Jira assignee. Currently this only generates a warning but it should be changed to be handled the similar as a backport."""
"SERVER-45764","Bug","Testing Infrastructure",1,"Generate resmoke tasks need to take setup time into account when setting timeouts","""When we generate timeouts in generate_resmoke_suites, we calculate the timeout to use based on the historic runtime of that tests being run. However, we fail to include any of the time spent running setup, including the time required to download the artifacts. We do include a buffer in the calculated timeouts, so we don't hit this too frequently. But that buffer is a lot smaller than we thought and any extra time spent setting up could cause the tests to hit timeouts even if the tests run at normal times."""
"SERVER-45748","Bug","Testing Infrastructure",1,"burn_in_tags_bypass_compile is not looking at the correct task","""The burn_in_tags_bypass_compile scripts is not looking at the correct task to download the compiled artifacts from. As a result, all compile tasks generated from burn_in_tags are recompiling the server instead of just downloading already compiled files. It looks like this has been happening since August."""
"SERVER-45832","New Feature","Testing Infrastructure",2,"Generate selected tasks in a patch using task mappings","""As a mongoDB engineer,  I should be able to run the selected_tests_gen task,  and know that it will run all tasks for a given set of related task mappings returned by selected-tests service,  So that I know all tasks that are affected by my code changes will be run    ------------------------------    AC:    * When I run the selected_tests_gen task in my patch build, it runs all tasks related to my file changes (using the task mappings model)  * When I run buildscripts/selected_tests.py locally, it logs which tasks and steps are executed so that other engineers can debug any issues encountered.  * When an execution task(s) and its parent display task are returned by the task mappings endpoint for a given source file, the selected_tests_gen task should know to run only the _gen task associated with that parent display task, not the execution task(s)"""
"SERVER-45958","Improvement","Testing Infrastructure",2,"End to end tests for selected_tests","""User story:  As a server engineer,  I want to know that any changes made to code related to buildscripts/selected_tests_py will be tested via and end to end test of buildscripts/selected_tests_py, so that I can be sure that the script and its dependencies are functioning correctly.    AC:  * At least 1 end to end tests for buildscripts/selected_tests_py exists and is run as part of """"buildscripts_test""""."""
"SERVER-45949","Improvement","Testing Infrastructure",2,"Update validate commit message client to work with new patch description standard","""The current patch description format is the commit message.    The new patch description will be the following format:       Commit Queue Merge: '<commit message>' into '<owner>/<repo>:<branch>'    Multiple modules are supported as follows:       Commit Queue Merge: '<commit message 1> <- <commit message 2>' into 'owner/main_repo:master'    This description comes from the evergreen client executable and since we can't force a client upgrade, the validate client must support both formats.     """
"SERVER-46029","Task","Testing Infrastructure",0,"do not write core files in the hang analyzer when running locally (sans Evergreen)","""Currently, the hang analyzer can run for local testing if an assert.soon times out.  This can write large core files into the current directory, silently, which can consume a lot of disk space.  I think we should disable the writing of core files unless running under Evergreen."""
"SERVER-46146","Bug","Testing Infrastructure",1,"Reduce the number of BVs running the hang analyzer unittests","""There's no need to run the shell hang analyzer unittest on more than a handful of build variants as we don't expect the behavior of Python to differ."""
"SERVER-46141","Improvement","Testing Infrastructure",3,"Testing burn_in_tests requires multiversion installation","""When I run the tests for burn_in_tests (`python -m unittest buildscripts\/tests\/test_burn_in_tests.py`), I get the following error that mongo-4.2 is not installed:      My understanding is that this test requires a developer to run `buildscripts\/evergreen_gen_multiversion_tests.py` locally in order to create the necessary multiversion mocks that the test needs to run. We should separate these tests into a separate file so that testing burn_in_tests does not also test multiversion setup, since they are different things.    As a MongoDB engineer, I should be able to run burn_in_tests tests without needing any multiversion-related dependencies to be installed.    AC:  * The above error does not occur when running test_burn_in_tests.py  """
"SERVER-46125","Task","Performance",5,"system_perf.yml and perf.yml cleanups","""Following from SERVER-46082 etc/perf.yml and etc/system_perf.yml can now be cleaned up a bit.   * source dsienv.sh can be removed   * setup-dsi-env.sh can be removed   * some of the shell.exec blocks can be merged, at least for perf.yml   * perf.yml has diverged between master and 4.2, for example mongod.log ends up in different directory. This should be reconciled to stable branches.   * In Microbenchmarks there are two mongod.log checks that are always green because they check files from dsi unittest-files. Pending future work on dsi libanalysis code, suggested solution is to just `rm -r dsi/bin/tests`   * Ryan: Prefer that also perf.yml uses run-dsi.   * I added a couple `set -o verbose` when troubleshooting bin/analysis.py. This could be removed I think.   * I think it's possibly related to perf.yml that analysis.py / mongod.log check isn't picking up the test start and end times from perf.json. As a workaround, I disabled the election related checks in analysis.common.yml.   * I bet boostrap.production isn't actually needed in perf.yml?   * Addition from team discussion:   ** Consolidate setupcluster into one DSI command    ** Read from expansions.yml instead of what sysperf currently does to write runtimesecret.yml, etc.    For system_perf.yml, consider also renaming the yaml file expansions to match what is used in dsi:   * cluster -> infrastructure_provisioning   * setup -> mongodb_setup   * test -> test_control"""
"SERVER-46167","Task","Upgrade/Downgrade",5,"Enumerate and remove Storage-related FCV 4.2-dependent code and tests","""The following tasks need to be completed once we branch for 4.6:    1. Create a list of tickets with code and tests to remove, add them to the 4.6 Upgrade/Downgrade Epic, and mark them as """"is depended on by"""" this ticket. This will assist the Upgrade/Downgrade team in tracking progress. If there is an insufficient amount of work to warrant multiple tickets, then the work can be done under this ticket directly.    2. Complete all necessary tickets promptly.    3. Create a ticket identifying Storage-related generic upgrade/downgrade references that the Upgrade/Downgrade team should update now that the 4.2-dependent references have been removed."""
"SERVER-46236","Bug","Testing Infrastructure",2,"Selected_tests_gen task should run tasks on all required variants, not just enterprise-rhel-62-64-bit ","""Currently, the selected_tests_gen task [only runs tasks on the enterprise-rhel-62-64-bit variant|[https://github.com/mongodb/mongo/blob/74306a6fd07a7194567f77c930e0dc4e18098df3/etc/evergreen.yml#L1552|https://github.com/mongodb/mongo/blob/74306a6fd07a7194567f77c930e0dc4e18098df3/etc/evergreen.yml#L1552.]][.|https://github.com/mongodb/mongo/blob/74306a6fd07a7194567f77c930e0dc4e18098df3/etc/evergreen.yml#L1552.] As specified in the [Design doc|[https://docs.google.com/document/d/1azKrJr3babowhr6M8vs9cCTQOmLdUeyqmyVKp_ENSOw/edit#]], the selected_tests_gen task should run tasks from all required builders.      As a MongoDB engineer,  I should be confident that the selected_tests_gen task is running any affected tasks on all required builders,  so that no required tasks are missed.         AC:    * selected_tests_gen task can result in tasks being run on enterprise-rhel-62-64-bit, enterprise-windows-required, linux-64-debug, enterprise-ubuntu-dynamic-1604-clang, and ubuntu1804-debug-aubsan-lite."""
"SERVER-46267","Bug","Testing Infrastructure",3,"bypass compile on burn_in_tags is broken","""The bypass compile for burn_in_tags is not working. You can see in the [this patch build|https://evergreen.mongodb.com/version/5e3d7a85c9ec4401bd159b1b]. There are a few things wrong.    * The rhel-62 compile was also bypassed, so the burn_in_tags needs to use the mainline compile artifacts, but it is trying the use the rhel-62 artifacts, which do not exist.  * The compile task no longer generates a """"shell"""" file and bypass compile is attempting to copy that file.  * The compile_TG now includes the package task by default, which add a 25 minute task to the burn_in build variants.    We should fix all of these things.    ----    As a Server engineer,  I want bypass compile to work with burn_in_tags,  So that I don't have to wait to recompile artifacts that have already been compiled.    ----    AC:  * burn_in_tags reused compiled artifacts even if the rhel 62 compile used bypass compile.  * burn_in_tags does not run package in the generated build variants."""
"SERVER-46374","Bug","Testing Infrastructure",1,"Move noPassthrough test to run on large distro on rhel6.2 build variants","""We have been seeing several cases where the noPassthrough suites are running out of memory on rhel 6.2. We can move them to large distros to avoid this."""
"SERVER-46439","Improvement","Testing Infrastructure",2,"Add acceptance tests for burn_in_tags","""Add end to end tests for buildscripts/burn_in_tags.py.    As a server engineer,  I want end to end tests for burn_in_tags  so that I can makes changes to the scripts without worrying about breaking things.    AC    At least 1 test executes the main body of burn_in_tags."""
"SERVER-46437","Improvement","Testing Infrastructure",2,"Create a baseline build variant to understand task splitting overhead","""It would be nice to have a way to understand the overhead associated with splitting up tasks into subtasks. This would allow us to watch any runtime issues that might be hidden by splitting up a task (e.g. large test runtime increases being masking by more aggressive splits of the tests). It would also help us understand if and where there are opportunities for improvements in task splitting.    One way to accomplish this would be to have a build variant that mimics a standard build variant, but without splitting the tasks. We wouldn't need to run the task frequently, once a week would likely be enough.     ----    As a Dev Prod engineer,  I want a build variant without task split to run,  So that I can measure the overhead task splitting causes.    ----    AC:  * A way of measuring the overhead of task splitting exists."""
"SERVER-46643","Improvement","Testing Infrastructure",2,"eslint running for 30+ minutes in Commit Queue for enterprise only changes","""We are frequently seeing eslint take over 30 minutes in the commit queue. Looking at recent occurrences of this, it appears to happen for enterprise only changes. My guess is that since there are no changes to the mongo repository, it is linting the entire repository.    ----    As a server engineer,  I want enterprise only changes to the commit queue to not take over 30 minutes to lint,  So that I don't have a long-running task blocking the commit queue.    ----    AC:  * Enterprise-only commit queue entries do not take over 30 minutes to process."""
"SERVER-46691","Improvement","Testing Infrastructure",3,"Rework the timeout task in evergreen.yml and ensure analysis & archival works","""Once SERVER-46687 is completed, the timeout task in evergreen.yml needs to be modified to:  - If running powercycle or jepsen, run the hang-analyzer as before (call {{resmoke hang-analyzer args directly}} - this just means keep [this section|https://github.com/mongodb/mongo/blob/c553f6acd0ce7768d25a2dcdfa9358aa22b5ee55/etc/evergreen.yml#L3526-L3577].  (Resmoke does not execute powercycle, so the mechanism outlined in this project will not work for it.)    otherwise:  call new script that will:  - Send sigusr1/windows event to resmoke processes explictly - the code for this exists in hang_analyzer.py, it needs to be moved into it's own file that still lives in mongo/buildscripts.  - Wait for the resmoke processes to exit. Since we already know the pids this should be easy."""
"SERVER-46688","Improvement","Testing Infrastructure",1,"Use TestData.inEvergreen to determine if data files should be archived","""The [--archiveFile|https://github.com/mongodb/mongo/blob/c553f6acd0ce7768d25a2dcdfa9358aa22b5ee55/buildscripts/resmokelib/parser.py#L55-L60] flag needs to be specified for archival to be done. The intention was for local invocations of resmoke to not archive data files in s3.     The same functionality can be achieved by checking {{TestData.inEvergreen}} without needing to set a command line argument."""
"SERVER-46684","Improvement","Testing Infrastructure",2,"Repackage the hang-analyzer as a resmoke subcommand","""- Move hang_analyzer.py to the resmoke directory  - Rewire all usages of the hang-analyzer to be run through new command syntax (assert.soon, evergreen.yml 'run hang analyzer'  - Ensure running the hang-analyzer locally works as it does now  - Update documentation and do engineer outreach to ensure users are aware of the change  - buildscripts/hang_analyzer.py will print the new command syntax  - backport to 4.2    The exact syntax will need to be fleshed out, but the new command should at least be able to accept {{pids}} and {{process_types}} for backwards compatibility."""
"SERVER-46682","Improvement","Testing Infrastructure",3,"Reuse debugger process for processes of same type in hang_analyzer.py","""Reloading the symbols for every process is another bottleneck. To alleviate this, hang_analyzer.py will be modified to reuse the same debugger process and analyze all processes of the same type (ex. All mongod processes will be analyzed in the same debugger process).   - Processes will be grouped by process type (Ex. all mongod processes)  - A single process will be created that will:        The debugger scripts are all hardcoded strings, the [script for GDB|https://github.com/mongodb/mongo/blob/c553f6acd0ce7768d25a2dcdfa9358aa22b5ee55/buildscripts/hang_analyzer.py#L363-L385] is especially ugly. GDB has an [API for python|https://sourceware.org/gdb/onlinedocs/gdb/Python-API.html], so if this change turns out to be non-trivial to hardcode as plaintext, we can consider rewriting it to use the python API.    As part of this ticket, ensure the performance improves.      """
"SERVER-46732","Improvement","Testing Infrastructure",1,"Cap number of tasks generated on non-required build variants","""We recently hit an issue where the amount of evergreen project config generated by generate.tasks exceeded the maximum document size and started causing issues. It looks like this was caused by the number of tasks being generated as each task adds to the project config. It also looks like this would only happen if all the build variants in the version were run.     We could reduce the chance of this happening by capping the number of sub-tasks we will generate for a task in non-required build variants.    ----    As a server engineer,  I want to limit the number of tasks dynamically generated in non-required builders,  So that versions do not hit the maximum document size.    ----    AC:  * non-required builders set a cap on number of tasks to generate."""
"SERVER-46769","Improvement","Testing Infrastructure",3,"Migrate from optparse to argparse","""Python's optparse does not support subcommands, but argparse/click does. To enable doing that, we need to migrate.    * Look into click and whether that would be a better option.  * Define new resmoke syntax with argparse. There are differences between how optparse/argparse work, so the syntax will have to change.   * Add infrastructure for resmoke to run subcommands, with emphasis on extensibility for the future  * Attempt to keep old resmoke syntax (and eventually deprecate). This might not be possible. If not, look into having a legacy flag, or at least print nice error messages to make it easy to figure out the new syntax.   * Update usages of resmoke in the system.  * Update documentation and do engineer outreach to ensure users are aware of the change  """
"SERVER-46813","Bug","Testing Infrastructure",1,"Revert ""Temporarily reduce frequency of randomized testing""","""We implemented a change to reduce frequency of randomized testing, to reduce the number of BFGs being created, so this is to revert that change."""
"SERVER-46827","Task","Testing Infrastructure",3,"E2E tests","""Before working on actual features, add the E2E tests outlined in the test plan and ensure they fail:    Create resmoke unit tests that will test these scenarios:  - Run a single test using a resmoke fixture (simulating a test timeout)  - Run multiple tests using a resmoke fixture (simulating a task timeout)  - Run a test using mongorunner to spin up mongods (simulating a non-fixture test)    For each test, the script that sends a signal to resmoke will be called. The same script waits for those processes to have exited. Once they have, we will inspect that the analysis and archival has been done for all cases above. This should test everything except for evergreen calling it’s timeout task.     When beginning to add project features, ensure they pass these tests."""
"SERVER-46820","Task","Testing Infrastructure",2,"Kill hung processes as the last step in resmoke's signal handler","""After the signal handler has finished running the hang-analyzer, it will kill the hung processes, similarly to what archival does now. This is necessary to ensure resmoke can make forward progress and shut itself down so that the evergreen agent does not timeout while waiting for resmoke processes to exit.    Note that archival will still need to be able to shut down hung processes in the case that the test fails normally without timing out."""
"SERVER-46867","Bug","Testing Infrastructure",2,"Ensure that a db directory is created even when alwaysUseLogFiles is enabled","""When alwaysUseLogFiles is enabled, the noCleanData option is set to make sure that previously-logged data is not deleted. This will prevent resetDbpath() from being called. However, resetDbpath() is what is used to create the db path in the first place.    We need to create the directory if it doesn't exist, while allowing existing paths to not be cleaned."""
"SERVER-46851","Improvement","Testing Infrastructure",1,"Decrease the number of jobs in logical session cache tests","""The logical session cache tests are frequently running out of memory due to the host size they are running. Reducing the number of jobs should help them use less memory."""
"SERVER-46842","Improvement","Testing Infrastructure",1,"resmoke.py shouldn't run data consistency checks in stepdown suites if a process has crashed","""resmoke.py ordinarily checks that a test didn't cause the server to crash [by calling {{self.fixture.is\_running()}}|https://github.com/mongodb/mongo/blob/d09c84a0856060c38e58d971599966af8719a454/buildscripts/resmokelib/testing/job.py#L180] after the test finishes. However, due to the stepdown thread and the job thread only being synchronized by calling {{ContinuousStepdown.after_test()}}, [it isn't safe to check whether the fixture is still running|https://github.com/mongodb/mongo/blob/d09c84a0856060c38e58d971599966af8719a454/buildscripts/resmokelib/testing/job.py#L32-L37] immediately after the test finishes.    {code:python}  # Don't check fixture.is_running() when using the ContinuousStepdown hook, which kills  # and restarts the primary. Even if the fixture is still running as expected, there is a  # race where fixture.is_running() could fail if called after the primary was killed but  # before it was restarted.  self._check_if_fixture_running = not any(      isinstance(hook, stepdown.ContinuousStepdown) for hook in self.hooks)  {code}    Skipping this check causes resmoke.py to continue to run the other data consistency checks, even when a process in the MongoDB cluster has crashed. While misleading for Server engineers in terms of causing them to click on the """"wrong"""" link in Evergreen for the task failure, it also have a severe negative impact on our automated log extraction tool by preventing it from finding relevant information. We should ensure process crashes in test suites using the {{ContinuousStepdown}} hook prevent other tests and hooks from running. I suspect having [{{_StepdownThread.pause()}}|https://github.com/mongodb/mongo/blob/d09c84a0856060c38e58d971599966af8719a454/buildscripts/resmokelib/testing/hooks/stepdown.py#L427-L436] check that fixture is still running as the last thing it does would accomplish this."""
"SERVER-46891","Bug","Testing Infrastructure",2,"Selected_tests_gen is creating tasks that should be excluded","""Selected_tests_gen should not generate non-jstest tasks. Currently, the logic it uses to exclude non-jstest tasks is only run on tasks generated by task_mappings (see [here|[https://github.com/mongodb/mongo/blob/36ae8a4824a88bd49ab5fa62740419c10c6bc39d/buildscripts/selected_tests.py#L192-L196]).] We should also run this logic on tasks generated by test_mappings. Currently, some tasks generated by test mappings are resulting in non-jstest tasks being generated (see example [here|[https://evergreen.mongodb.com/version/5e6d148f2fbabe4bcd3215b5]] which shows _concurrency* tasks being generated).         As a server engineer, I should know that selected_tests_gen only generates jstest tasks, to be in line with the scope of the Selected Tests project.         AC:  * Changing the files that are changed in the version above should not result in concurrency_* tasks being generated"""
"SERVER-46887","Improvement","Testing Infrastructure",0,"Use threshold of 0 in selected_tests_gen","""As part of https://jira.mongodb.org/browse/TIG-2412, we determined that the best threshold to use is 0.     As a server engineer, I should know that the threshold used to determine which tasks to run for selected-tests is 0, since that is the threshold that most accurately captures which tasks should be run based on my code changes.    AC:  * Threshold is set to 0 in selected_tests_gen here: [https://github.com/mongodb/mongo/blob/36ae8a4824a88bd49ab5fa62740419c10c6bc39d/buildscripts/selected_tests.py#L56.]     """
"SERVER-46914","Bug","Testing Infrastructure",1,"burn_in_tests is looking at multiversion in non-multiversion case","""The burn_in_test script is failing to generate task in the normal case (non-multiversion) because it is attempting to look up multiversion information even though multiversion has not been setup.    See [here|https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_burn_in_tests_gen_patch_8c1515929f34d41dbefbb9476e1dd893d523ad01_5e70dbc89ccd4e532fc74873_20_03_17_14_16_56##%257B%2522compare%2522%253A%255B%257B%2522hash%2522%253A%25228c1515929f34d41dbefbb9476e1dd893d523ad01%2522%257D%255D%257D] for an example.     If burn_in_tests is not running in multiversion mode, it should not look at multiversion configuration."""
"SERVER-47004","Bug","Testing Infrastructure",2,"eslint is not properly linting enterprise modules","""eslint is not be run properly in the commit-queue and allowing lint failures to be introduced. See [here|https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_lint_eslint_fadc3d1cd88084567e24559f75b216158186bde8_20_03_17_17_17_42] for an example."""
"SERVER-46996","Task","Packaging",1,"all push/publish_packages tasks should run on small hosts","""With the migration to the new architecture for publishing linux packages, it's safe to move all package publication tasks (push/etc.) to using the smallest possible evergreen hosts (i.e. -smalls.)     Additionally if any of these tasks aren't running on linux x86_64, they probably ought to be. """
"SERVER-46983","Task","Packaging",0,"Upload repobuilding packages to correct URL","""Barque service needs the packages uploaded to S3 so it can run the repobuilding job."""
"SERVER-47054","Improvement","Testing Infrastructure",1,"Don't fail due to long timeouts on non-patch builds","""When generating sub-tasks, if we appear to be setting timeouts greater than a certain threshold, we will fail the task generation. This is to inform the patch builder that they are trying to run a patch build that will take a really long time. We require them to manually disable the check if that is something they are sure they want to do.     On mainline builds, however, we should skip this check since there is no one to go manually override it and some of the repeated-execution tests are bumping up against it."""
"SERVER-47165","Bug","Testing Infrastructure",2,"Missing the mongohouse binary for a server patch with no code changes","""{color:#1d1c1d}Missing the mongohouse binary for a server patch with no code changes{color}         {color:#1d1c1d}https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_mqlrun_patch_c5eea7753b2fe3082d853ff9400117c85ac42dab_5e7e553f7742ae355b925437_20_03_27_19_34_40{color}"""
"SERVER-47312","Improvement","Testing Infrastructure",3,"Run hang_analyzer.py via assert.soon() without calling gcore on ASan builders","""The changes from [e89c041|https://github.com/mongodb/mongo/commit/e89c041616cbaea0648bb60ce32ddab1f33d3e97] as part of SERVER-45884 disabled running the hang analyzer on ASan build variant (i.e. builders using {{--sanitize=address}}) via {{assert.soon()}} due to {{gcore}} not respecting the {{madvise()}} settings on the 20TB of shadow memory. This had come up previously in SERVER-29886 for the """"timeout"""" phase in the {{etc/evergreen.yml}} project configuration and was resolved by running hang_analyzer.py without the {{-c}} option in order to avoid producing core dumps.    We could similarly have the mongo shell omit the {{-c}} option when running hang_analyzer.py. On a related note - the mongo shell offers an {{_isAddressSanitizerActive()}} function which returns true if it was compiled with {{--sanitize=address}} (we generally assume the server binaries have the same build flags), so we should consider removing {{TestData.isAsanBuild}} to avoid there being two ways of expressing the same thing.    Add a test to check that the hang_analyzer still runs on ASan without dumping core."""
"SERVER-47409","Bug","Querying|Shell",3,"writeconcern>1 gives no error on standalone server","""When i query """"db.collection.insertOne(\{name:""""xyz""""},\{w:2})"""" gives error on standalone server which is correct but """"db.collection.insert(\{name:""""xyz""""},\{w:2})"""" does not.         I got it on mongo enterprise 4.2."""
"SERVER-47592","Bug","Testing Infrastructure",1,"Tasks missing buildvariants in version","""This screen shot is from the """"patches"""" page. I should only see results for five variants, but it looks like there are two additional variants shown with no titles. """
"SERVER-47537","Task","Testing Infrastructure",1,"Adjust frequency of less common build variants on 4.4","""The following build variants are run on most commits on the 4.4 branch, but don't really need to be run that frequently. For comparison, they are being run once a day or less on master.  * ~ Enterprise RHEL 7.0 (no-libunwind)  * ~ Enterprise RHEL 7.0 (Dagger)  * hot_backups RHEL 7.0"""
